name,3.00000e+02,5.00000e+02,7.00000e+02,1.00000e+03,1.50000e+03,2.00000e+03,3.00000e+03,4.00000e+03,5.00000e+03,6.00000e+03,variance
H2,28.98114738705699,29.323757766802864,29.424150945830295,30.27301249991649,32.49843753981346,34.65654877961498,38.210752147215516,40.64715333593597,41.36273854771462,40.704315606191784,0.007145286489975548
Li2,36.18176610837686,37.54995717661896,38.27948738210851,39.17658616915544,41.72150273821232,45.84215918509639,45.260928150748555,41.05366880209756,39.83241496620795,40.19425712566435,0.2412025631604488
B2,30.701383539175964,33.506233674901445,35.109406270707964,36.39112575173307,37.32359074537841,37.8274831753329,38.646053681655175,39.67078417906107,40.86246812856612,41.8549584896394,0.007287696260185562
C2,43.475866963623474,37.11379150795333,35.42985368706313,35.855212484550634,37.26930893531219,38.73944539568033,40.93039602114726,42.10857965040711,42.751426927280846,43.29705673056522,0.02200842618905658
N2,29.09560778030557,29.550806234822012,30.799167995996964,32.80522016016431,34.9160927141906,35.9951150202107,37.04905811422574,37.55043024401799,37.90884877960467,38.247102529334384,0.0030420448889420066
O2,29.37301587194481,31.135673534836847,33.071586156149294,34.9355272626656,36.574839769872966,37.746940650052565,39.98971433429417,41.694794792257774,42.92018732879418,44.22416771080321,0.005166879049922492
F2,31.478330831199607,34.384680828033886,35.84747557662535,37.038203030653875,38.19300523144969,39.331576964758625,43.24742628101708,45.26988724918546,44.201612723222496,42.0728700686727,0.030286654040250334
Na2,37.56889880577981,38.29787035008013,38.99176883197629,40.65596200227661,44.2503448419715,46.41929025986792,42.64899590819523,40.16862507291967,41.672910790387355,43.75849794668816,0.14196322885675347
Mg2,33.71949709271639,29.15565934279337,27.495453351151262,26.825522959035915,27.34520488182973,28.087998710708174,28.860364328641182,29.163008889928296,29.580972031386654,30.34920640994429,0.007941181338800046
Al2,35.99234172557992,37.18250348130669,37.69705050312251,38.15659535791339,39.59684405627468,42.70769606250488,47.58134715295498,46.33708568149734,43.00477884394615,40.23897547744164,0.0688465661766713
Si2,34.48032437243878,36.3338566164926,36.98246711811218,37.48231231385108,37.93038161713415,38.26698098131821,39.00431360526667,40.33098981685269,42.85081950129343,46.167900375623915,0.01099979374418333
P2,32.22353747101582,34.898688766550535,36.01801751211064,36.8506419934274,37.42148556501793,37.69665234818245,38.418674650824926,40.9237096745121,46.36812040527364,54.101051623701935,0.029414469545020912
S2,32.64038110116455,35.21010589245789,36.22959708622706,36.993328651986815,37.52258221681184,37.82478340819195,38.30221866331594,38.81884863578867,39.61337938122365,40.91198980508169,0.010044462624445341
Cl2,34.05693202915936,36.1142791235662,36.87076348923657,37.38249859890399,38.08425457608766,37.84369058466935,44.59475316177695,64.07414074847162,73.00937954901214,65.95858817255835,1.4109828327540954
K2,37.9019754958285,38.623335371361215,39.55110545779061,41.07765583085468,44.20200546925554,45.58695017270848,39.43028452580283,36.17096615115213,37.31952427404668,39.33818232361722,0.19038671630176204
